4001011,行业指数
4001012,产品价格
4001013,产品产量
4001014,产品消费量
4001015,供需平衡表
4001016,行业进出口
4001017,行业库存
4001017001,电厂煤炭(日)
4001017002,原油(周)
4001017003,国际期货库存
4001016001,煤炭
4001016002,石油
4001016003,燃气
4001016004,生物能源
4001016005,电力
4001016006,光伏组件
4001015001,美国燃料乙醇:供需平衡表(月)
4001014001,重点发电企业耗煤量(月)
4001014002,主要能源产品消费量(年)
4001013001,煤炭
4001013002,石油
4001013003,电力
4001013004,天然气
4001013005,生物能源
4001013006,港口煤炭调度:秦皇岛港(日)
4001013007,石油焦产量(月)
4001013008,主要能源产品生产量(年)
4001013009,页岩油气(年)
4.00102E+12,CFTC期货持仓
4.00102E+12,美国:API原油库存
4.00102E+12,美国:API原油库存变动
4.00102E+12,美国:API汽油库存变动
4.00102E+12,美国:API精炼油库存变动
4.00102E+12,美国:EIA原油库存
4.00102E+12,美国:API库欣原油库存变动
4.00102E+12,美国:EIA汽油库存
4.00102E+12,美国:EIA原油库存变动
4.00102E+12,美国:EIA汽油库存变动
4.00102E+12,美国:EIA精炼油库存
4.00102E+12,美国:EIA精炼油库存变动
4.00102E+12,美国:EIA库欣原油库存
4.00102E+12,美国:EIA库欣原油库存变动
4.00102E+12,美国:EIA天然气库存
4.00102E+12,美国:EIA天然气库存变动
4.00102E+12,美国:EIA精炼厂设备利用率变化
4.00102E+12,进口(月)
4.00102E+12,出口(月)
4001012001,煤炭
4001012002,石油
4001012003,太阳能
4001012004,生物能源
4.00101E+12,石油焦:月产量:全国
4001011001,景气指数
4001011002,价格指数
4.00102E+12,六大电厂存煤可用天数:合计
4.00102E+12,六大电厂存煤可用天数:大唐
4.00102E+12,六大电厂存煤可用天数:国电
4.00102E+12,六大电厂存煤可用天数:华能
4.00102E+12,六大电厂存煤可用天数:上电
4.00102E+12,六大电厂存煤可用天数:粤电
4.00102E+12,六大电厂存煤可用天数:浙电
4.00102E+12,六大电厂煤炭库存:合计
4.00102E+12,六大电厂煤炭库存:大唐
4.00102E+12,六大电厂煤炭库存:国电
4.00102E+12,六大电厂煤炭库存:华能
4.00102E+12,六大电厂煤炭库存:上电
4.00102E+12,六大电厂煤炭库存:粤电
4.00102E+12,六大电厂煤炭库存:浙电
4.00102E+12,六大电厂日均耗煤:合计
4.00102E+12,六大电厂日均耗煤:大唐
4.00102E+12,六大电厂日均耗煤:国电
4.00102E+12,六大电厂日均耗煤:华能
4.00102E+12,六大电厂日均耗煤:上电
4.00102E+12,六大电厂日均耗煤:粤电
4.00102E+12,六大电厂日均耗煤:浙电
4.00102E+15,CBOT:乙醇(周)
4.00102E+15,ICE:Aeco天然气掉期期货(周)
4.00102E+15,ICE:ALGONQUIN CITY GATES天然气基准指数掉期期货(周)
4.00102E+15,ICE:Consolidated citygate指数掉期期货(周)
4.00102E+15,ICE:Dominion南部站点指数调期期货(周)
4.00102E+15,ICE:ERCOT北部地区实时市场日高峰345千伏电力期货(周)
4.00102E+15,ICE:HSC天然气掉期期货(周)
4.00102E+15,ICE:ISO新英格兰节点日前市场日低谷电力期货(周)
4.00102E+15,ICE:ISO新英格兰节点日前市场日高峰电力期货(周)
4.00102E+15,ICE:MISO IN实时市场日低谷电力期货(周)
4.00102E+15,ICE:MISO辛辛那提中心节点实时市场电力期货(周)
4.00102E+15,ICE:NJ SRECS 2018年碳排放配额(周)
4.00102E+15,ICE:NJ SRECS 2019年碳排放配额(周)
4.00102E+15,ICE:NJ SRECS 2020年碳排放配额(周)
4.00102E+15,ICE:NYISO A区日前市场日低谷电力期货(周)
4.00102E+15,ICE:NYISO A区日前市场日高峰电力期货(周)
